name,fish_group,visual_effect,user_id,rating,item_id
Butterfly Pleco - L168 - Zonancistrus brachyurus - DNZ,Catfish,especially colorful,256,3,160
"2x Emerald Perch - Pelvicachromis taeniatus ""Nigeria Red"" - pair",Cichlids,especially colorful,256,1,352
2x dwarf gourami - Trichogaster lalius - pair,Labyrinth fish,especially colorful,256,2,393
Harlequin Bass - Uara amphiacenthoides,Cichlids,interesting behaviour,256,6,340
"Guppy male ""cobra red"" - Poecilia reticulata",Tooth carp,especially colorful,256,2,522
Fighting fish male black samurai poster - Betta splendens,Labyrinth fish,interesting body shape,256,5,406
3x Snarling Dwarf Gourami - Trichopsis pumilus 2W/1M,Labyrinth fish,forms territories (when spawning),256,6,387
King Tetra - Inpaichthys kerri EU-NZ,Tetra,especially colorful,256,2,318
Rainbow cichlid DNZ - Herotilapia multispinosa,Cichlids,forms territories (when spawning),256,6,346
"2 x butterfly cichlid ""gold"" XXL - Microgeophagus ramirezi - pair DNZ",Cichlids,especially colorful,256,1,358
L200 Yellow Phantom Catfish - Hemiancistrus subviridis - 5-8 cm,Catfish,forms precincts,256,10,155
L240 - Sailfin snouttooth catfish - Leporacanthicus sp. - 6cm,Catfish,especially colorful,256,2,209
Witch Catfish - Rineloricaria fallax - 8-10cm,Catfish,especially colorful,256,3,231
Golden Mourning Cloak Tetra - Gymnocorymbus ternetzi,Tetra,especially colorful,256,2,56
Gold Laser Mailed Catfish DNZ - Corydoras spec. CW010,Catfish,especially colorful,256,1,153
Mekong Box Puffer - Tetraodon suvattii,Pufferfish,forms precincts,256,10,379
Callous Catfish - Megalechis thoracata (Hoplosternum thoracatum) 5cm,Catfish,forms territories (when spawning),256,4,242
Firetail - Epalzeorhynchos (Labeo) bicolor,Other fish,especially colorful,256,3,526
Endler Guppy male natural form - Poecilia wingei,Tooth carp,especially colorful,256,2,489
Red striped fire eel - Mastacembelus erythrotaenia,Spiny eels,especially colorful,256,1,185
"Axolotl ""White"" - Ambystoma mexicanum - DNZ",Other fish,especially colorful,256,3,531
"Betta male ""super-delta xl"" - Betta splendens",Labyrinth fish,forms precincts,256,7,403
"Fighting fish male ""Blue"" xl",Labyrinth fish,especially colorful,256,4,402
Gold sucking loach - Gyrinocheilus aymonieri,Loaches,forms precincts,256,8,133
"Guppy male ""Mosaic"" - Poecilia reticulata",Tooth carp,especially colorful,256,1,490
"Blue Platy ""tuxedo"" - Xiphophorus maculatus",Tooth carp,especially colorful,256,2,470
Guinea fowl catfish - Synodontis angelicus 6cm,Catfish,especially colorful,256,1,181
Betta male Halfmoon xl - Betta splendens,Labyrinth fish,forms precincts,256,9,414
Line Thorn Catfish - Platydoras costatus,Catfish,swarm behaviour,256,2,235
"Ballonmolly ""mix"" - Poecilia latipinna",Tooth carp,especially colorful,256,1,463
Parrot Platy - Xiphophorus variatus,Tooth carp,especially colorful,256,4,452
Angel Catfish - Pimelodus pictus - 5cm,Catfish,swarm behaviour,256,4,132
Betta splendens female poster DNZ - Betta splendens,Labyrinth fish,especially colorful,256,2,422
"Cardinalfish ""Veil"" - Tanichthys albonubes ""Long fin""",Beardies,swarm behaviour,256,5,34
Butterfly Rainbow Fish - Pseudomugil signifer,Spikefish,especially colorful,256,4,51
"Swordtail ""Marygold"" - Xiphophorus Helleri",Tooth carp,especially colorful,256,1,484
2 x Butterfly Cichlid - Microgeophagus ramirezi - DNZ pair,Cichlids,especially colorful,256,3,261
Swordtail Koi Kohaku - Xiphophorus Helleri,Tooth carp,especially colorful,256,2,451
Congo Tetra med - Phenacogrammus interruptus,Tetra,especially colorful,256,4,117
Endler Guppy female natural form - Poecilia wingei,Tooth carp,especially colorful,256,2,482
Orange Blue Rainbowfish - Melanotaenia boesemani - DNZ,Spikefish,especially colorful,256,2,90
"2 x Panduro's dwarf cichlid - Apistogramma panduro, DNZ - pair",Cichlids,especially colorful,256,4,349
Germany Platy - Xiphophorus maculatus,Tooth carp,especially colorful,256,2,447
Blue Rainbowfish - Melanotaenia lacustris - DNZ,Spikefish,especially colorful,256,1,62
"Fighting fish male ""Red"" xl",Labyrinth fish,especially colorful,256,3,400
"L333 - Bengal loricariid ""special"" - Hypancistrus sp. DNZ 5cm",Catfish,especially colorful,256,4,158
2x Rachow's killifish - Nothobranchius rachovii - pair,Carps,especially colorful,256,4,371
Corydoras aeneus - DNZ,Catfish,swarm behaviour,256,5,139
2x Red Cichlid - Hemichromis lifalili - DNZ,Cichlids,forms precincts,256,8,279
Black Thorn Eye - Pangio pangia,Loaches,especially colorful,256,3,135
L18 - Golden Nugget - Baryancistrus xanthellus - 6-8cm,Catfish,especially colorful,256,3,190
Sumatran barb platinum-turquoise - Puntigrus (Puntius) tetrazona,Barbs,swarm behaviour,256,2,88
Nanus Armored Catfish - Corydoras nanus - DNZ,Catfish,swarm behaviour,256,2,233
"Golden Emperor Tetra EU-NZ - Nematobrycon palmeri ""gold""",Tetra,especially colorful,256,2,64
Cameroon Featherbeard Catfish - Synodontis velifer - 4cm,Catfish,especially colorful,256,4,207
2x Burton's mouthbrooder - Astatotilapia burtoni - DNZ pair,Cichlids,forms territories (when spawning),256,6,314
Gold-spotted Dwarf Rasboa - Boraras merah,Beardies,swarm behaviour,256,2,66
Tucano Tetra - Tucanoichthys tucano,Tetra,especially colorful,256,3,113
Red-tailed Feather Tetra - Hemiodus gracilis,Tetra,swarm behaviour,256,2,7
Mourning Cloak Tetra - Gymnocorymbus ternetzi,Tetra,swarm behaviour,256,2,54
Mouthbrooding witch catfish - Loricaria simillima,Catfish,forms territories (when spawning),256,3,169
"Male betta ""Koi Poster"" - Betta splendens",Labyrinth fish,especially colorful,256,3,410
Chameleon cichlid - Pseudotropheus crabro,Cichlids,forms territories (when spawning),256,5,332
2x Scalar Marble - Pterophyllum scalare - DNZ,Cichlids,forms territories (when spawning),256,5,263
3x Blue Yellow Mouthbrooder - Pseudotropheus acei - TRIO (2W/1M) - DNZ 4 cm,Cichlids,forms territories (when spawning),256,5,273
2x giraffe perch - Nimbochromis venustus - DNZ 4cm - pair,Cichlids,forms precincts,256,8,267
Male Flame Guppy - Poecilia reticulata,Tooth carp,especially colorful,256,1,438
Silverlined Armored Catfish - Corydoras agassizii - DNZ,Catfish,swarm behaviour,256,5,148
Longitudinal striped ornamental tetra - Nannostomus beckfordi,Tetra,especially colorful,256,4,87
L14 - Sun Catfish - Scobinancistrus cf. aureatus - 8cm,Catfish,forms precincts,256,9,205
Shredded Puffer - Tetraodon baileyi,Pufferfish,interesting body shape,256,6,380
Spotted Fin Loach - Beaufortia leveretti,Loaches,swarm behaviour,256,5,213
Malawi cichlid color mix - Cichlidae spec.,Cichlids,forms precincts,256,7,289
"Parrot Platy ""Hawaii"" - Xiphophorus variatus",Tooth carp,especially colorful,256,4,471
Bitterling barb - Puntius (Barbus) titteya - DNZ / strong colouring,Barbs,especially colorful,256,1,16
Amapa Glowlight Tetra - Hyphessobrycon amapaensis,Tetra,swarm behaviour,256,3,124
Web Brush Algae Eater - Crossocheilus reticulatus - DNZ,Barbs,swarm behaviour,256,4,14
"Endler's guppy male ""green tiger"" - Poecilia wingei",Tooth carp,especially colorful,256,2,480
Gourami gold lg - Trichogaster trichopterus,Labyrinth fish,especially colorful,256,4,392
Orange neon goby - Stiphodon ornatus 3-4cm,Gobies,especially colorful,256,3,202
Copper Tetra DNZ - Hasemania nana,Tetra,especially colorful,256,1,15
Island Barb - Oliotius (Puntius) oligolepis,Barbs,swarm behaviour,256,2,96
Scalar color mix - Pterophyllum scalare,Cichlids,forms territories (when spawning),256,3,256
Molly color mix male - Poecilia sphenops,Tooth carp,especially colorful,256,4,477
Scalar koi red DNZ - Pterophyllum scalare,Cichlids,interesting body shape,256,6,341
"Platy ""pineapple needle"" - Xiphophorus maculatus",Tooth carp,especially colorful,256,3,454
Miguelito Armored Catfish - Corydoras virginiae,Catfish,swarm behaviour,256,3,183
Coral Platy - Xiphophorus maculatus,Tooth carp,especially colorful,256,4,518
"2x peacock cichlid ""red tiger"" - Astronotus ocellatus - pair",Cichlids,especially colorful,256,2,312
Emperor clown loach - Botia udomrithruji,Loaches,swarm behaviour,256,5,196
"Platy ""bleeding heart"" - Xiphophorus maculatus",Tooth carp,especially colorful,256,1,457
"Guppy male ""dumbo ear"" - Poecilia reticulata",Tooth carp,especially colorful,256,4,464
L401 - Alenquer King Tiger - Hypancistrus sp.,Catfish,interesting body shape,256,7,226
Three-striped dwarf cichlid - Apistogramma trifasciata,Cichlids,forms territories (when spawning),256,4,356
Platinum hatchet - Thoracocharax stellatus,Tetra,swarm behaviour,256,4,95
Betta male black poster lg-xl - Betta splendens,Labyrinth fish,interesting body shape,256,6,425
Panda loach - Protomyzon pachychilus,Loaches,especially colorful,256,4,191
Neon blue goby - Stiphodon atropurpureus,Gobies,especially colorful,256,3,152
Female german yellow guppy - Poecilia reticulata,Tooth carp,especially colorful,256,3,514
L399 - Belo Monte loricariid Hypancistrus sp. DNZ 5-7cm,Catfish,especially colorful,256,4,179
Scalar cobalt green mirror - Pterophyllum scalare,Cichlids,interesting body shape,256,5,302
Axolotl - Ambystoma mexicanum - DNZ,Other fish,especially colorful,256,4,534
Red Fin Sucker - Pseudogastromyzon myersi red fin,Loaches,interesting body shape,256,5,222
Sumatran barb - Barbus tetrazona - DNZ,Barbs,swarm behaviour,256,2,28
"Male guppy ""Koi kohaku"" - Poecilia reticulata",Tooth carp,especially colorful,256,2,495
Red-headed Tetra - Petitella (Hemigrammus) bleheri - DNZ,Tetra,swarm behaviour,256,2,1
Neon medaka - Oryzias cf. woworae - DNZ,Spikefish,especially colorful,256,3,375
Charcoal Barb - Haludaria fasciata,Barbs,swarm behaviour,256,4,57
Tiger Mouthbrooder DNZ - Nimbrochromis livingstonii,Cichlids,interesting behaviour,256,7,257
Crossband garfish - Epiplatys dageti dageti - DNZ,Spikefish,especially colorful,256,1,372
"2x dwarf cichlid - Apistogramma agassizii ""Fire Red"" - DNZ pair",Cichlids,forms territories (when spawning),256,6,300
"2x dwarf gourami ""Red"" - Colisa lalia - pair",Labyrinth fish,especially colorful,256,4,395
2x Blue Gourami - Trichopodus lalius - pair,Labyrinth fish,especially colorful,256,2,389
Brown Puffer Fish - Tetraodon miurus,Pufferfish,interesting body shape,256,7,383
Scalar blue pearl XL - Pterophyllum scalare,Cichlids,interesting body shape,256,8,344
Golden Fringe Lipstick - Epalzeorhynchos frenatum,Other fish,especially colorful,256,3,527
L 190 Catfish - Panaque cf. nigrolineatus,Catfish,interesting body shape,256,7,220
Sparkling Tetra - Hyphessobrycon amandae,Tetra,especially colorful,256,4,11
"Axelrod's rasbora ""blue"" - Sundadanio axelrodi",Beardies,interesting behaviour,256,8,102
"Platy ""tricolor"" - Xiphophorus maculatus",Tooth carp,especially colorful,256,3,439
2x Striped Snail Cichlid - Neolamprologus multifasciatus - DNZ pair,Cichlids,forms territories (when spawning),256,6,272
"Endler Guppy ""Japan blue"" - Poecilia wingei - M",Tooth carp,especially colorful,256,3,511
Veiled Barb - Pethia conchonius,Barbs,especially colorful,256,1,91
White spotted cichlid DNZ - Tropheus duboisi maswa,Cichlids,forms territories (when spawning),256,3,331
L270 - Chocolate Zebra Catfish - Hypancistrus sp. 5cm,Catfish,especially colorful,256,1,244
2 x Forktail Checkerboard Cichlid - Dicrossus filamentosus - 4cm - pair,Cichlids,forms territories (when spawning),256,4,294
2x purple perch - Pseudotropheus lombardoi DNZ pairs,Cichlids,especially colorful,256,4,348
Red Platy - Xiphophorus maculatus,Tooth carp,especially colorful,256,2,443
Honeycomb Catfish - Glyptoperichthys gibbiceps - L165,Catfish,forms precincts,256,9,154
Half-beaked pike - Dermogenys pusillus,Spikefish,interesting body shape,256,6,105
Flagtail Glassfish - Rasbora trilineata,Beardies,interesting behaviour,256,7,70
Cobalt zebra cichlid bright blue - Pseudotropheus callainos,Cichlids,forms precincts,256,9,333
Blue Peru Tetra - Knodus borki,Tetra,especially colorful,256,3,123
Napo armored catfish - Corydoras napoensis,Catfish,swarm behaviour,256,5,159
Strawberry rasbora - Boraras naevus,Beardies,swarm behaviour,256,3,129
2 x macropod blue - Macropodus opercularis - pair,Labyrinth fish,especially colorful,256,2,428
Reddish Dwarf Rasbora lg - Microrasbora rubescens,Beardies,swarm behaviour,256,5,108
Corydoras trilineatus - Corydoras trilineatus,Catfish,swarm behaviour,256,5,195
Black Phantom Tetra - Hyphessobrycon megalopterus,Tetra,swarm behaviour,256,2,29
Betta female crested betta - Betta splendens,Labyrinth fish,especially colorful,256,2,417
Black Neon XL - Hyphessobrycon herbertaxelrodi,Tetra,swarm behaviour,256,3,30
Flamingo tetra - hemigrammus caudovittatus,Tetra,especially colorful,256,3,58
"Male ""gold laser"" guppy - Poecilia reticulata",Tooth carp,especially colorful,256,4,445
2x black and white slim cichlid - Julidochromis transcriptus DNZ ​​pair,Cichlids,forms territories (when spawning),256,4,311
Green Fringe Lipstick - Epalzeorhynchos frenatum,Other fish,especially colorful,256,4,525
"Female fighting fish ""Koi"" - Betta splendens",Labyrinth fish,especially colorful,256,2,408
"Parrot Platy ""Highfin"" - Xiphophorus variatus",Tooth carp,especially colorful,256,2,444
Green Laser Mailed Catfish DNZ - Corydoras spec. neon green stripe,Catfish,especially colorful,256,1,151
Discus red map DNZ - Symphysodon aequifasciatus,Cichlids,especially colorful,256,3,337
"Molly ""gold dust"" - Poecilia sphenops",Tooth carp,especially colorful,256,4,437
"Sailfin ""dalmatian"" - Poecilia velifera",Tooth carp,especially colorful,256,1,497
Emperor Cichlid Red Flush - Aulonocara hansbeanschi Red flush,Cichlids,forms territories (when spawning),256,3,357
L183 White fringed Ancistrus - Ancistrus sp. - DNZ 5cm,Catfish,forms territories (when spawning),256,5,184
Corydoras julii (trilineatus),Catfish,swarm behaviour,256,2,137
Scalar seal point - Pterophyllum scalare,Cichlids,interesting body shape,256,8,264
"Swordtail ""Koi Sanke"" - Xiphophorus Helleri",Tooth carp,especially colorful,256,1,469
Torpedo callous catfish - Dianema longibarbis 8-10 cm,Catfish,swarm behaviour,256,5,186
"Black Emperor Tetra - Nematobrycon palmeri ""black""",Tetra,especially colorful,256,4,27
"Guppy male ""cobra blue"" - Poecilia reticulata",Tooth carp,especially colorful,256,2,498
Mosaic Gourami - Trichogaster leeri,Labyrinth fish,forms territories (when spawning),256,3,401
African Butterflyfish - Pantodon buchholzi,Bone Tongues,especially colorful,256,3,376
"2 x butterfly cichlid ""blue punk"" - Microgeophagus ramirezi - pair",Cichlids,especially colorful,256,1,362
2 x Fairy Bass - Neolamprologus brichardi - pair,Cichlids,forms precincts,256,8,282
Blind Cave Tetra - Astyanax jordai (fasciatus mexicanus),Tetra,swarm behaviour,256,3,101
Male Fighting Fish - Betta splendens,Labyrinth fish,especially colorful,256,1,399
True Altum Scalar - Pterophyllum altum,Cichlids,forms territories (when spawning),256,5,320
L243 Banded Orinoco Catfish - Ancistomus wernekei 10-12cm,Catfish,especially colorful,256,1,175
Fighting fish male koi galaxy poster - Betta splendens,Labyrinth fish,especially colorful,256,4,416
Oblique swimmers - Thayeria boehlkei,Tetra,swarm behaviour,256,2,36
2x threadfish blue - Trichogaster trichopterus - pair,Labyrinth fish,especially colorful,256,3,388
"Platy ""Rainbow"" - Xiphophorus maculatus",Tooth carp,especially colorful,256,2,446
Hawaiian Platy - Xiphophorus maculatus,Tooth carp,especially colorful,256,4,510
African-finned sucker - Sewellia lineolata,Loaches,swarm behaviour,256,3,251
Blackwing Hatchetfish - Carnegiella marthae,Tetra,swarm behaviour,256,5,71
Spotted Thorn Eye - Pangio kuhlii,Loaches,especially colorful,256,3,241
Scalar koi brilliant DNZ - Pterophyllum scalare,Cichlids,interesting body shape,256,7,345
2x Gourami - Colisa chuna - pair,Labyrinth fish,especially colorful,256,3,396
Discus heckel DNZ - Symphysodon discus,Cichlids,especially colorful,256,4,305
Steindachner's dwarf cichlid - Apistogramma steindachneri,Cichlids,forms territories (when spawning),256,3,336
White-cheeked Goby - Rhinogobius duospilus,Gobies,especially colorful,256,4,218
L316 - Jari's zebra catfish Hypancistrus sp. DNZ 4-6 cm,Catfish,especially colorful,256,2,199
"Swordtail ""Red"" - Xiphophorus Helleri",Tooth carp,especially colorful,256,2,468
Brown White-fronted Knifefish - Apteronotus albifrons,Other fish,forms precincts,256,9,535
Star spot tetra - Pristella maxillaris,Tetra,swarm behaviour,256,5,42
Swordtail Lyre Mix - Xiphophorus Helleri,Tooth carp,especially colorful,256,2,494
2x Bulgehead Mouthbrooder - Cyrtocara moorii - DNZ pair,Cichlids,forms territories (when spawning),256,6,258
Kangal Nibbler Fish - Garra rufa,Barbs,swarm behaviour,256,5,65
Thick Skin Mouthbrooder - Haplochromis CH 44,Cichlids,forms precincts,256,9,285
Filigree Rainbowfish - Iriatherina werneri,Spikefish,swarm behaviour,256,3,122
"Swordtail ""Lyra"" - Xiphophorus Helleri",Tooth carp,especially colorful,256,2,486
Red Piranha - Serrasalmus nattereri,Tetra,swarm behaviour,256,5,112
Golden Phantom Tetra - Megalomphodus roseus,Tetra,swarm behaviour,256,2,126
Female black panda guppy - Poecilia reticulata,Tooth carp,especially colorful,256,4,476
Guppy Mix male - Poecilia reticulata,Tooth carp,especially colorful,256,4,524
Gold Tetra - Hemigrammus rodwayi,Tetra,swarm behaviour,256,4,118
African butterfly cichlid DNZ - Anomalochromis thomasi,Cichlids,interesting behaviour,256,6,334
"2x scalar ""Blue Pearl"" - Pterophyllum scalare - DNZ",Cichlids,forms territories (when spawning),256,3,293
2 x Villavicencio dwarf cichlid - Apistogramma macmasteri - pair,Cichlids,especially colorful,256,2,324
Schomburgk's disc tetra - Metynnis schomburgi,Tetra,swarm behaviour,256,5,79
Emperor Cichlid Blue - Aulonacara stuartgranti,Cichlids,forms territories (when spawning),256,3,326
Diamond-spotted tetra - Hemigrammus caudovittatus,Tetra,especially colorful,256,3,53
L 028 Angel pleco - Hypancistrus spec. DNZ,Catfish,forms territories (when spawning),256,4,192
Red Devils - Hyphessobrycon piranga - DNZ,Tetra,swarm behaviour,256,5,92
Sumatran barb gold/blue - Barbus tetrazona,Barbs,swarm behaviour,256,4,89
Red-gold neon tetra - Paracheirodon innesi,Tetra,swarm behaviour,256,3,69
Pinocchio witch catfish - Hemiodontichthys acipenserinus - 8-10cm,Catfish,especially colorful,256,4,239
"Parrot Platy ""Hawaii - high fin"" - Xiphophorus variatus",Tooth carp,especially colorful,256,2,493
Male blue glass guppy - Poecilia reticulata,Tooth carp,especially colorful,256,1,506
L226 - Pink Tiger Pleco - Panaqolus changae - 5-6cm,Catfish,especially colorful,256,3,210
Medaka Medaka - Oryzias latipes,Carps,especially colorful,256,4,374
2 x red line dwarf cichlid - Apistogramma hongsloi - DNZ pair,Cichlids,forms precincts,256,9,301
Platy 'blue calico glowlight' - Xiphophorus maculatus,Tooth carp,especially colorful,256,4,475
Longfin sturgeon catfish DNZ - Sturisoma festivum,Catfish,interesting body shape,256,8,221
Molly leopard - Poecilia sphenops,Tooth carp,especially colorful,256,3,502
Zebrafish - Brachydanio (Danio) rerio,Beardies,swarm behaviour,256,4,10
Web Loach - Botia lohachata,Loaches,swarm behaviour,256,5,136
Moss Barb - Barbus tetrazona - DNZ,Barbs,especially colorful,256,4,38
"Zebrafish ""Veil"" - Brachydanio rerio",Beardies,swarm behaviour,256,3,45
2x Nicaragua cichlid - Cichlasoma nicaraguense - DNZ pair,Cichlids,especially colorful,256,4,317
Betta male Superdelta koi - Betta splendens,Labyrinth fish,interesting body shape,256,7,421
Brazil. Cherry spotted tetra - Hyphessobrycon socolofi,Tetra,especially colorful,256,1,100
2x Scalar Zebra - Pterophyllum scalare - DNZ,Cichlids,interesting body shape,256,5,295
White-fronted Knifefish - Apteronotus albifrons,Other fish,forms precincts,256,8,528
Betta Hybrid Alien Male - Betta splendens,Labyrinth fish,especially colorful,256,4,419
Spotted Armored Catfish - Corydoras punctatus,Catfish,swarm behaviour,256,4,250
"Axolotl ""Albino"" - Ambystoma mexicanum - DNZ",Other fish,especially colorful,256,1,530
Orange Seam Cichlid - Andinocara rivulatus,Cichlids,interesting behaviour,256,8,262
"Cardinalfish gold - Tanichthys albonubes ""gold""",Beardies,especially colorful,256,3,49
Catfish - Ancistrus sp. - GRNLO,Catfish,forms precincts,256,10,228
Algae Eater - Crossocheilus siamensis,Barbs,especially colorful,256,4,13
Glow-eyed rasbora - Rasbora dorsiocellata,Beardies,swarm behaviour,256,5,41
Male Lemon Guppy - Poecilia reticulata,Tooth carp,especially colorful,256,2,436
"Guppy male ""red blond"" - Poecilia reticulata",Tooth carp,especially colorful,256,2,458
Witch catfish 10-12 cm - Rineloricaria fallax,Catfish,forms precincts,256,10,188
"2x Marble Gourami ""gold/orange"" - Trichogaster trichopterus - pair - DNZ",Labyrinth fish,forms territories (when spawning),256,5,391
White-cheeked Goby - Rhinogobius duospilus,Gobies,especially colorful,257,7,218
Black Scalar XL - Pterophyllum scalare,Cichlids,interesting body shape,257,8,347
Butterfly Pleco - L168 - Zonancistrus brachyurus - DNZ,Catfish,especially colorful,257,7,160
Thick Skin Mouthbrooder - Haplochromis CH 44,Cichlids,forms precincts,257,3,285
2 x Tanganyika golden cichlids - Neolamprologus leleupi - DNZ pairs,Cichlids,forms precincts,257,3,310
"Fighting fish male ""Blue"" xl",Labyrinth fish,especially colorful,257,5,402
Parrot Platy - Xiphophorus variatus,Tooth carp,especially colorful,257,5,452
"Swordtail ""Neon"" - Xiphophorus Helleri",Tooth carp,especially colorful,257,6,461
Moss Barb - Barbus tetrazona - DNZ,Barbs,especially colorful,257,8,38
Fighting fish male white poster lg - Betta splendens,Labyrinth fish,interesting body shape,257,7,424
Red Neon XL - Paracheirodon axelrodi,Tetra,especially colorful,257,5,3
Molly Copper - Poecilia sphenops,Tooth carp,especially colorful,257,6,504
Nander Cichlid - Altolamprologus compressiceps,Cichlids,forms territories (when spawning),257,6,290
Witch catfish 10-12 cm - Rineloricaria fallax,Catfish,forms precincts,257,5,188
L66 King Tiger Pleco - Hypancistrus spec. - DNZ 6-7 cm,Catfish,especially colorful,257,7,157
2x Rachow's killifish - Nothobranchius rachovii - pair,Carps,especially colorful,257,6,371
L340 - Mega Clown - Hypancistrus spec - 5-6cm,Catfish,especially colorful,257,5,211
Star spot tetra EU NZ - Pristella maxillaris,Tetra,swarm behaviour,257,2,23
Clown Loach - Botia macracantha - S,Loaches,forms precincts,257,3,234
Gold-spotted Dwarf Rasboa - Boraras merah,Beardies,swarm behaviour,257,1,66
Platy blue mickey mouse - Xiphophorus maculatus,Tooth carp,especially colorful,257,8,460
"Guppy male ""dumbo ear"" - Poecilia reticulata",Tooth carp,especially colorful,257,7,464
"Swordtail ""Lyra"" - Xiphophorus Helleri",Tooth carp,especially colorful,257,5,486
Sumatran barb gold/blue - Barbus tetrazona,Barbs,swarm behaviour,257,3,89
Callous Catfish - Megalechis thoracata (Hoplosternum thoracatum) 5cm,Catfish,forms territories (when spawning),257,7,242
Betta male superdelta Dumbo Ear lg - Betta splendens,Labyrinth fish,interesting body shape,257,7,418
Pastel Goby - Tateurdina ocellicauda,Gobies,especially colorful,257,7,249
Endler Guppy female natural form - Poecilia wingei,Tooth carp,especially colorful,257,8,482
Sand ́s Panzerwels DNZ ​​- Corydoras davidsandsi,Catfish,swarm behaviour,257,1,162
2x Blue Gourami - Trichopodus lalius - pair,Labyrinth fish,especially colorful,257,6,389
Tortoiseshell Catfish - LDA 16 - Ancistrus sp. - DNZ,Catfish,forms precincts,257,3,236
2 x Firemouth Cichlid - Thorichthys meeki - DNZ pair,Cichlids,forms precincts,257,6,304
Honeycomb Catfish - Glyptoperichthys gibbiceps - L165,Catfish,forms precincts,257,6,154
"Fighting fish male ""Red"" xl",Labyrinth fish,especially colorful,257,5,400
Female Guppy Flame - Poecilia reticulata,Tooth carp,especially colorful,257,5,473
2x Black Scalar - Pterophyllum scalare - DNZ,Cichlids,forms territories (when spawning),257,7,321
Island Barb - Oliotius (Puntius) oligolepis,Barbs,swarm behaviour,257,2,96
Molly silver - Poecilia sphenops,Tooth carp,especially colorful,257,8,434
Mourning Cloak Tetra - Gymnocorymbus ternetzi,Tetra,swarm behaviour,257,3,54
Blackwing Hatchetfish - Carnegiella marthae,Tetra,swarm behaviour,257,1,71
Magnificent Algae Eater - Panda suckling barb Garra flavatra,Barbs,swarm behaviour,257,3,120
"L333 - Bengal loricariid ""special"" - Hypancistrus sp. DNZ 5cm",Catfish,especially colorful,257,5,158
Gold Molly Lyratail - Poecilia sphenops,Tooth carp,especially colorful,257,6,512
Shredded Puffer - Tetraodon baileyi,Pufferfish,interesting body shape,257,10,380
Lemon Tetra - Hyphessobrycon pulchripinnis - DNZ,Tetra,swarm behaviour,257,4,52
"Endler Guppy ""Japan blue"" - Poecilia wingei - M",Tooth carp,especially colorful,257,7,511
Zebrafish - Brachydanio (Danio) rerio,Beardies,swarm behaviour,257,4,10
2x Günther's killifish - Nothobranchius guentheri - pair,Tooth carp,especially colorful,257,7,373
Female Betta - Betta splendens,Labyrinth fish,especially colorful,257,5,394
Scalar marble XL - Pterophyllum scalare,Cichlids,forms territories (when spawning),257,7,308
"2x cockatoo dwarf cichlid ""red"" - Apistogramma cacatuoides - DNZ pair",Cichlids,forms territories (when spawning),257,7,364
Green Neon Dwarf Rasbora - Microdevario kubotai,Beardies,especially colorful,257,6,130
Golden Striped Garfish - Aplocheilus lineatus - EU-NZ,Tooth carp,especially colorful,257,7,367
Panda armored catfish - Corydoras panda - DNZ,Catfish,especially colorful,257,6,142
Malabar rasbora - Danio malabaricus,Beardies,swarm behaviour,257,3,80
Molly color mix male - Poecilia sphenops,Tooth carp,especially colorful,257,6,477
White spotted cichlid DNZ - Tropheus duboisi maswa,Cichlids,forms territories (when spawning),257,9,331
2 x Forktail Checkerboard Cichlid - Dicrossus filamentosus - 4cm - pair,Cichlids,forms territories (when spawning),257,9,294
"2 x blue spotted perch ""Neon Blue"" - Aequidens pulcher - DNZ - 5cm - pair",Cichlids,especially colorful,257,8,284
Half-beaked pike - Dermogenys pusillus,Spikefish,interesting body shape,257,8,105
Redfin Tetra - Aphyocharax anisitsi,Tetra,swarm behaviour,257,4,121
Corydoras aeneus - DNZ,Catfish,swarm behaviour,257,3,139
Neon medaka - Oryzias cf. woworae - DNZ,Spikefish,especially colorful,257,7,375
Malawi cichlid color mix - Cichlidae spec.,Cichlids,forms precincts,257,3,289
Angel Catfish - Pimelodus pictus - 5cm,Catfish,swarm behaviour,257,1,132
Steindachner's dwarf cichlid - Apistogramma steindachneri,Cichlids,forms territories (when spawning),257,7,336
Ringfish - Epiplatys annulatus,Tooth carp,especially colorful,257,7,370
Endler Guppy male natural form - Poecilia wingei,Tooth carp,especially colorful,257,7,489
L387 - dwarf shield catfish - Ancistomus sp. DNZ 4-6 cm,Catfish,especially colorful,257,8,182
Golden Ringed Goby - Brachygobius xanthozona,Gobies,forms precincts,257,3,143
Elliot's Cichlid DNZ - Thorichthys maculipinnis (ellioti),Cichlids,especially colorful,257,5,361
"Female ""red blond"" guppy - Poecilia reticulata",Tooth carp,especially colorful,257,5,449
L204 Striped loricariid - Panaqolus albivermis - 10 cm,Catfish,forms precincts,257,6,170
Scalar gold XL - Pterophyllum scalare,Cichlids,especially colorful,257,7,307
Marbled Mailed Catfish - Corydoras paleatus - DNZ,Catfish,swarm behaviour,257,3,138
Dwarf loach armored catfish - Aspidoras pauciradiatus,Catfish,interesting behaviour,257,7,225
Emperor clown loach - Botia udomrithruji,Loaches,swarm behaviour,257,1,196
Cherry spotted tetra - Hyphessobrycon erythrostigma,Tetra,especially colorful,257,7,67
Chameleon cichlid - Pseudotropheus crabro,Cichlids,forms territories (when spawning),257,8,332
